frame,time_sec,vo_x,vo_y,vo_theta_deg,speed_kmh,steering_deg,action,alert_level,min_obs_dist,features
1205,40.21,-11.09,47.51,-69.62,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1206,40.24,-11.09,47.51,-69.62,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1207,40.27,-11.09,47.51,-69.66,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1208,40.31,-11.1,47.51,-70.1,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1209,40.34,-11.1,47.51,-70.01,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1210,40.37,-11.1,47.51,-70.5,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1211,40.41,-11.1,47.51,-71.37,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1212,40.44,-11.1,47.51,-71.45,0,-2.9,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,47
1213,40.47,-11.1,47.51,-73.13,0,0.8,STEER LEFT (HAZARD AHEAD),CRITICAL,4.3,47
1214,40.51,-11.1,47.51,-77.71,0,-2.5,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.3,47
1215,40.54,-11.1,47.51,-79.34,0,-1.9,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,47
1216,40.57,-11.11,47.52,-74.76,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1217,40.61,-11.13,47.52,-79.34,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1218,40.64,-11.14,47.52,-80.01,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1219,40.67,-11.14,47.52,-80.0,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1220,40.71,-11.14,47.52,-80.01,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1221,40.74,-11.15,47.53,-75.42,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1222,40.77,-11.16,47.53,-70.84,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1223,40.81,-11.16,47.53,-75.42,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1224,40.84,-11.16,47.53,-80.01,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1225,40.87,-11.16,47.53,-80.5,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1226,40.91,-11.16,47.53,-85.08,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1227,40.94,-11.16,47.53,-85.09,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1228,40.97,-11.16,47.53,-85.1,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1229,41.01,-11.17,47.53,-89.68,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1230,41.04,-11.17,47.53,-89.68,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1231,41.07,-11.17,47.53,-85.1,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1232,41.11,-11.17,47.53,-85.11,0,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1233,41.14,-11.21,47.53,-85.11,1,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,46
1234,41.17,-11.21,47.53,-89.7,1,-3.0,STEER RIGHT (HAZARD AHEAD),CRITICAL,4.9,46
